Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,801,Advertising and Legal Publication,801,ADVERTISING AND LEGAL PUBLICATION,Current Unrestricted Funds,"254,634",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Restricted Funds,"3,329",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,804,Printing/Reproduction,804,PRINTING/REPRODUCTION,Current Unrestricted Funds,"841,193",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,805,Bookbinding/Photographic,805,Bookbinding/Photographic,Current Unrestricted Funds,"9,431",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Unrestricted Funds,"68,070",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Unrestricted Funds,"182,750",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Unrestricted Funds,"61,149",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,816,Housekeeping,816,HOUSEKEEPING,Current Unrestricted Funds,"37,984",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Restricted Funds,"4,900",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"1,692,814",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,831,Administrative Hearings,831,Administrative Hearings,Current Unrestricted Funds,"11,223",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,875,Retirement Administrative Fee,875,RETIREMENT ADMINISTRATIVE FEE,Current Unrestricted Funds,"564,911",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,882,Instate Services Computer Usage ADC Only,882,INSTATE SERVICES COMPUTER USAGE ADC ONLY,Current Unrestricted Funds,"2,016",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,890,Data Processing Microfilm/Microfiching,890,Data Processing Microfilm/Microfiching,Current Unrestricted Funds,"450,733",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,891,Data Processing Freight,891,Data Processing Freight,Current Unrestricted Funds,"2,870,804",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,894,Statewide Personnel System Allocation,894,Statewide Personnel System Allocation,Current Unrestricted Funds,"179,786",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,897,Enterprise Budget System Allocation,897,Enterprise Budget System Allocation,Current Unrestricted Funds,"72,076",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Unrestricted Funds,"-2,940,893",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Restricted Funds,-522,R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,902,Office Supplies,902,Office Supplies,Current Unrestricted Funds,"768,352",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,904,Building and Household,904,BUILDING AND HOUSEHOLD,Current Unrestricted Funds,"143,130",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,906,Laboratory,906,LABORATORY,Current Unrestricted Funds,"4,771",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,908,Housekeeping,908,HOUSEKEEPING,Current Unrestricted Funds,"1,710",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,909,Medical,909,MEDICAL,Current Unrestricted Funds,"31,845",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Unrestricted Funds,"2,221",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Unrestricted Funds,"7,891",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,951,Items For Resale,951,ITEMS FOR RESALE,Current Unrestricted Funds,"388,570",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,991,Data Processing,991,DATA PROCESSING,Current Unrestricted Funds,"28,873",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Unrestricted Funds,"895,277",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,11,Equipment - Additional,1102,Audio-Visual Equipment,1102,AUDIO-VISUAL EQUIPMENT,Current Unrestricted Funds,"5,565",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,11,Equipment - Additional,1107,Educational Equipment,1107,Educational Equipment,Current Unrestricted Funds,452,R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,11,Equipment - Additional,1115,Office Equipment,1115,OFFICE EQUIPMENT,Current Unrestricted Funds,"7,793",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,11,Equipment - Additional,1191,Data Processing-Administrative,1191,Data Processing-Administrative,Current Unrestricted Funds,"33,709",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Unrestricted Funds,"-29,226",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Unrestricted Funds,"-831,170",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Unrestricted Funds,"3,785,666",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Unrestricted Funds,"2,617,353",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1302,Insurance Coverage Paid To STO,1302,Insurance Coverage Paid To STO,Current Unrestricted Funds,"2,678,767",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1304,Subscriptions,1304,Subscriptions,Current Unrestricted Funds,"253,123",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1305,Association Dues,1305,ASSOCIATION DUES,Current Unrestricted Funds,"855,270",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1306,Bond Payments,1306,BOND PAYMENTS,Current Unrestricted Funds,"1,985",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1308,Licenses,1308,LICENSES,Current Unrestricted Funds,"31,008",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,13,Fixed Charges,1399,Other,1399,Other,Current Unrestricted Funds,"2,341,642",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",6,Institutional Support,0,Institutional Support,14,Land and Structures,1499,Other Land and Structures,1499,OTHER LAND AND STRUCTURES,Current Unrestricted Funds,"38,581,215",R30_B22_06,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",101,Regular Earnings,101,Regular Earnings,Current Unrestricted Funds,"46,743,093",R30_B22_07,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",102,Additional Assistance,102,ADDITIONAL ASSISTANCE,Current Unrestricted Funds,"1,718,148",R30_B22_07,3,Higher Education
2021,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",7,Operation and Maintenance of Plant,0,Operation and Maintenance of Plant,1,"Salaries, Wages and Fringe Benefits",104,Overtime Earnings,104,OVERTIME EARNINGS,Current Unrestricted Funds,"1,007,920",R30_B22_07,3,Higher Education
